id,x,y
9100366757,2.2338087,41.5729405
9100382635,2.2239254,41.5744778
9100382635,2.2239254,41.5744778
9100413240,2.2239254,41.5744778
9100413240,2.2239254,41.5744778
9100486030,2.2239254,41.5744778
9100058807,2.2852682,41.9998545
9100058807,2.2852682,41.9998545
9100617124,2.2222997,41.5621407
9100617475,2.2276058,41.5676536
9100643487,2.2362929,41.5720441
9100652615,2.2338386,41.5731338
9100661113,2.2335076,41.5712669
9100661227,2.2335076,41.5712669
9100670427,2.2300571,41.5624950
9100671265,2.2375085,41.5715166
9100692245,2.2335076,41.5712669
9100698420,2.2290519,41.5618454
9100701217,2.2199155,41.5572101
9100701291,2.2491640,41.5752938
9100733333,2.2358483,41.5730106
9100733969,2.2466144,41.5683377
9100738774,2.2852345,42.0069571
9100742503,2.2827129,42.0018981
9100746992,2.2335471,41.5546655
9100747472,2.2887829,42.0037921
9100747929,2.2599215,41.9357016
9100758135,2.2841079,42.0000201
9100759612,2.2365079,41.5727187
9100759982,2.2821017,42.0019216
9100761848,2.2188869,41.5580804
9100766615,2.2827129,42.0018981
9100751000,2.1384114,41.4082961
9100736471,2.0673480,41.3725772
9100736476,2.0762494,41.3707998
119717,2.2670557,41.5425450
119717,2.2670557,41.5425450
9100042801,2.2672342,41.5504818
9100055035,2.2657650,41.5424778
9100055275,2.2671006,41.5538145
9100055925,2.2634864,41.5404976
9100120688,2.2640731,41.5418444
9100125812,2.2670557,41.5425450
9100129120,2.2634864,41.5404976
9100154524,2.2680755,41.5423391
9100154591,2.2670557,41.5425450
9100198106,2.2656357,41.5418110
9100199450,2.2654430,41.5421621
9100296409,2.2617986,41.5457009
9100513843,2.2670557,41.5425450
9100636763,2.2654263,41.5434709
9100669904,2.2703077,41.5560713
9100702913,2.2662977,41.5415646
9100724298,2.2649124,41.5422434
9100725292,2.2638593,41.5444901
9100726583,2.2657650,41.5424778
9100728401,2.2654263,41.5434709
9100728505,2.2662468,41.5526721
9100729533,2.2670557,41.5425450
9100752742,2.2672594,41.5537186
9100752760,2.2716350,41.5394714
9100760817,2.2672594,41.5537186
9100676061,2.1858748,41.5305800
9100743597,2.0244030,41.5571448
9100743608,2.0200263,41.5572965
9100745932,2.0215891,41.5532104
9100727035,2.3168103,41.9262384
9100723081,2.2509899,41.8417656
9100666742,2.2356751,41.9399525
9100741999,2.2328323,41.5187520
9100736469,2.2189766,41.4559529
9100722593,2.3109883,41.9822194
9100703787,2.2827543,41.9254761
9100703223,2.2196544,42.1255155
9100691332,2.2157118,42.1027842
9100677847,2.2170289,42.1014260
9100695204,2.2981884,42.0736365
9100723139,2.2098212,41.6744354
9100737399,2.2250134,41.6545925
9100747990,2.1948878,42.1928844
9100723869,2.2574110,42.0547107
9100747927,2.2619708,41.6673066
9100682560,2.2109452,42.1093234
9100758280,2.2968517,41.6170269
9100628975,2.2391397,41.5863002
9100653354,2.2269124,41.6071575
9100653355,2.2698300,41.6172558
9100659648,2.2778844,41.6111420
9100662674,2.2809997,41.6098151
9100666589,2.2174176,41.6156392
9100677459,2.2499505,41.5899940
9100678295,2.2439866,41.5508441
9100679516,2.2389756,41.6135644
9100679898,2.2392923,41.6091585
9100679906,2.2328323,41.5187520
9100681160,2.2678223,41.5946422
9100683566,2.2369904,41.6380430
9100698329,2.2391397,41.5863002
9100717355,2.2401800,41.6075064
9100723356,2.2387255,41.6168847
9100726650,2.2392923,41.6091585
9100729132,2.2132365,41.6205599
9100729658,2.2351500,41.5746876
9100729943,2.2472440,41.5510434
9100733355,2.1848420,41.8749586
9100735422,2.2523414,41.5574271
9100735547,2.3066306,41.6475034
9100736215,2.1971859,42.2063069
9100736235,2.3255398,41.9568431
9100736259,2.3463586,41.9734211
9100736266,2.1610531,42.1119353
9100736272,2.2740658,42.0626012
9100736411,2.3646919,42.3135631
9100736486,2.2168660,41.4383458
9100736670,2.2955963,41.6166654
9100742280,2.2296498,41.6544007
